id,category,sub_category,material,color,occasion,brand,title,,fit,sleeve_length,neck,waist_rise,closure,print_or_pattern_type,shape,length,collar,preprocessed_product_details
102067,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,geometric embroidered thread work sequinned pure cotton kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour blue floral embroidered mandarin collar long regular sleeves straight shape regular style thread work sequinned detail knee length straight hem machine weave regular cotton
102068,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,mandarin collar floral embroidered thread work kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour black floral embroidered shirt collar long regular sleeves straight shape regular style thread work detail knee length straight hem machine weave regular cotton silk
102069,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,mandarin collar sequins embroidered kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour black embroidered mandarin collar long regular sleeves straight shape regular style zari detail knee length straight hem machine weave regular cotton silk
102070,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,men black floral embroidered sequined cotton kurta,,,long sleeves,mandarin collar,,,,straight,above knee,,colour black floral embroidered mandarin collar long regular sleeves straight shape regular style sequinned detail knee straight hem machine weave regular cotton
102071,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,men embroidered chikankari kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour brown animal embroidered mandarin collar long regular sleeves straight shape regular style chikankari detail knee length straight hem machine weave regular silk
102072,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,men embroidered chikankari kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour teal abstract embroidered mandarin collar long regular sleeves straight shape regular style chikankari detail knee length straight hem machine weave regular cotton
102073,men,kurtas,cotton,yellow,"Cultural events, Festive occasions",jompers,men ethnic motifs printed kurta,,,long sleeves,mandarin collar,,,,straight,above knee,,colour yellow ethnic motifs printed mandarin collar long regular sleeves straight shape regular style knee straight hem machine weave regular cotton
102074,men,kurtas,cotton,green,"Cultural events, Festive occasions",jompers,men ethnic motifs thread work cotton kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour olive green ethnic motifs woven design mandarin collar long regular sleeves straight shape regular style thread work detail knee length straight hem machine weave regular cotton
102075,men,kurtas,cotton,teal,"Cultural events, Festive occasions",jompers,men ethnic motifs thread work cotton kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour teal ethnic motifs woven design mandarin collar long regular sleeves straight shape regular style thread work detail knee length straight hem machine weave regular cotton
102076,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,men floral embroidered chikankari floral kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour yellow floral embroidered mandarin collar long regular sleeves straight shape regular style chikankari detail knee length straight hem machine weave regular silk
102077,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,men floral embroidered chikankari pure cotton kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,floral embroidered mandarin collar long regular sleeves straight shape regular style chikankari detail knee curved hem machine weave regular cotton
102078,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,men floral embroidered thread work floral kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour navy blue floral embroidered mandarin collar long regular sleeves straight shape regular style thread work detail knee length straight hem machine weave regular silk
102079,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,men floral embroidered thread work floral kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour navy blue floral embroidered mandarin collar long regular sleeves straight shape regular style thread work detail knee length straight hem machine weave regular silk
102080,men,kurtas,cotton,purple,"Cultural events, Festive occasions",jompers,men floral printed sequinned floral kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour purple floral printed mandarin collar long regular sleeves straight shape regular style sequinned detail knee length straight hem machine weave regular cotton
102081,men,kurtas,wash,red,"Cultural events, Festive occasions",jompers,men geometric embroidered sequinned kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour pink geometric embroidered mandarin collar long regular sleeves straight shape regular style sequinned detail knee length straight hem machine weave regular viscose rayon
102082,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,men geometric embroidered sequinned kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour beige geometric embroidered mandarin collar long regular sleeves straight shape regular style sequinned detail knee length straight hem machine weave regular cotton
102083,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,men geometric embroidered sequinned kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour beige geometric embroidered mandarin collar long regular sleeves straight shape regular style sequinned detail knee length straight hem machine weave regular cotton
102084,men,kurtas,wash,red,"Cultural events, Festive occasions",jompers,men geometric embroidered sequinned kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour mustard yellow geometric embroidered mandarin collar long regular sleeves straight shape regular style sequinned detail knee length straight hem machine weave regular viscose rayon
102085,men,kurtas,cotton,red,"Cultural events, Festive occasions",jompers,men mustard yellow embroidered pure cotton kurta,,,long sleeves,mandarin collar,,,,straight,above knee,,colour mustard yellow embellished embroidered mandarin collar long regular sleeves straight shape regular style knee straight hem machine weave regular cotton
102086,men,kurtas,cotton,white,"Cultural events, Festive occasions",jompers,men white embroidered kurtas,,,long sleeves,mandarin collar,,,,straight,above knee,,colour white solid woven design mandarin collar long regular sleeves straight shape regular style thread work detail knee straight hem machine weave regular cotton
102087,men,kurtas,cotton,black,"Cultural events, Festive occasions",kisah,kisah mandarin collar long sleeves straight kurta,,,long sleeves,mandarin collar,,,,straight,above knee,,colour black solid mandarin collar long regular sleeves straight shape regular style knee straight hem machine weave regular blended
102088,men,kurtas,cotton,white,"Cultural events, Festive occasions",jompers,striped mandarin collar pure cotton straight kurtas,,,long sleeves,mandarin collar,,,,straight,knee length,,colour white striped mandarin collar long regular sleeves straight shape regular style side slits knee length straight hem machine weave fabric
102089,men,kurtas,cotton,white,"Cultural events, Festive occasions",kisah,checked woven design mandarin collar mirror work cotton silk straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour yellow white checked woven design mandarin collar long regular sleeves straight shape regular style mirror work detail knee length straight hem machine weave regular cotton silk
102090,men,kurtas,cotton,red,"Cultural events, Festive occasions",kisah,ethnic motifs printed mandarin collar straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour black green red ethnic motifs printed mandarin collar long regular sleeves straight shape regular style thread work detail knee length straight hem machine weave regular cotton
102091,men,kurtas,cotton,black,"Cultural events, Festive occasions",kisah,floral printed mandarin collar straight kurta,,,long sleeves,mandarin collar,,,,straight,knee length,,colour black floral printed mandarin collar long regular sleeves straight shape regular style knee length straight hem machine weave regular blended
102092,men,kurtas,cotton,,"Cultural events, Festive occasions",kisah,floral printed mandarin collar straight kurtas,,,long sleeves,mandarin collar,,,,straight,knee length,,floral printed mandarin collar long regular sleeves straight shape regular style side slits knee length straight hem machine weave fabric
